报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长,是否通过
63526,太原市,男,无相关经验,非全日制,高中,医学,<1,50-99,早期创业公司,1,130,否
78988,南昌市,,有相关经验,全日制,硕士,无主修,8,10-49,私营公司,>4,210,否
19301,天津市,,有相关经验,无,专科,无主修,>20,50-99,私营公司,从未,329,否
1139,合肥县,,有相关经验,非全日制,硕士,其他,10,10-49,非政府组织,2,220,否
50854,太原县,,有相关经验,非全日制,硕士,无主修,12,<10,早期创业公司,3,277,否
30637,宜都县,男,无相关经验,全日制,硕士,其他,13,<10,公共部门,1,212,否
64714,柳州市,,无相关经验,非全日制,本科,哲学,8,50-99,公共部门,>4,325,否
97593,西安市,,无相关经验,非全日制,硕士,历史学,5,10-49,早期创业公司,2,139,否
39288,帆县,男,有相关经验,全日制,高中,经济学,>20,100-500,早期创业公司,1,177,否
22060,俊市,,有相关经验,非全日制,硕士,工程学,7,50-99,私营公司,3,237,是
49215,秀荣县,,有相关经验,无,专科,医学,2,100-500,融资创业公司,4,168,否
50628,明市,女,有相关经验,非全日制,硕士,管理学,2,50-99,融资创业公司,从未,292,否
74724,哈尔滨市,,无相关经验,非全日制,硕士,管理学,15,50-99,私营公司,3,326,否
7664,成市,女,有相关经验,无,本科,医学,2,50-99,其他,1,179,否
13776,燕市,男,有相关经验,无,专科,历史学,1,10-49,早期创业公司,>4,73,否
82234,博县,男,无相关经验,非全日制,专科,其他,5,50-99,非政府组织,1,97,否
7100,北镇县,,有相关经验,全日制,专科,历史学,7,50-99,公共部门,2,110,否
5570,拉萨市,男,有相关经验,无,本科,教育学,3,<10,其他,1,137,否
99018,南昌市,女,有相关经验,无,高中,无主修,17,10-49,私营公司,3,188,否
74982,长春县,,有相关经验,全日制,硕士,经济学,11,<10,非政府组织,>4,288,否
14095,明市,男,无相关经验,无,本科,管理学,12,<10,融资创业公司,>4,56,否
72548,桂芳市,男,有相关经验,全日制,专科,理学,13,<10,其他,3,50,否
52405,瑞县,男,有相关经验,非全日制,本科,无主修,19,10-49,非政府组织,4,260,否
73574,天津县,男,无相关经验,无,硕士,文学,15,<10,私营公司,从未,320,否
73271,帆县,男,无相关经验,无,硕士,艺术学,10,50-99,融资创业公司,1,24,否
15819,冬梅县,男,无相关经验,非全日制,硕士,经济学,17,100-500,融资创业公司,3,201,否
96544,欣市,男,无相关经验,全日制,本科,无主修,6,<10,其他,1,232,否
9498,南京市,,无相关经验,非全日制,高中,文学,19,50-99,早期创业公司,1,2,否
13327,亮县,女,有相关经验,全日制,高中,文学,3,<10,公共部门,2,223,否
25488,通辽县,,无相关经验,无,高中,无主修,19,100-500,私营公司,从未,110,否
70080,荣县,男,有相关经验,非全日制,专科,工程学,12,50-99,早期创业公司,3,277,否
4599,邯郸市,,有相关经验,全日制,硕士,无主修,20,<10,非政府组织,从未,42,否
51831,齐齐哈尔县,,有相关经验,非全日制,硕士,工程学,11,<10,非政府组织,>4,213,是
25705,林市,男,无相关经验,无,本科,历史学,3,<10,私营公司,>4,210,否
88674,梅市,男,有相关经验,全日制,专科,其他,7,10-49,私营公司,1,9,否
66687,长沙市,女,有相关经验,全日制,本科,历史学,19,<10,融资创业公司,从未,61,否
90255,帅县,女,无相关经验,非全日制,高中,无主修,3,100-500,其他,从未,301,否
42278,天津市,男,无相关经验,无,本科,艺术学,4,10-49,早期创业公司,2,84,否
6977,成都县,,无相关经验,无,本科,无主修,5,100-500,其他,3,62,否
83848,郑州县,女,无相关经验,非全日制,高中,历史学,13,50-99,非政府组织,3,199,否
6862,颖县,,无相关经验,无,本科,工程学,<1,50-99,早期创业公司,从未,60,否
6309,小红县,男,有相关经验,全日制,高中,管理学,18,100-500,私营公司,1,249,否
86272,兰州县,男,有相关经验,无,专科,历史学,7,100-500,融资创业公司,1,31,否
73262,秀荣市,女,无相关经验,全日制,专科,管理学,>20,50-99,早期创业公司,3,10,否
31753,永安县,,有相关经验,全日制,本科,艺术学,20,100-500,早期创业公司,2,302,否
47791,婷县,男,有相关经验,无,硕士,医学,16,100-500,其他,从未,93,否
44785,秀梅县,男,有相关经验,非全日制,本科,理学,2,<10,非政府组织,1,322,是
66663,春梅县,,有相关经验,全日制,本科,哲学,20,100-500,公共部门,4,32,否
81956,飞县,女,有相关经验,无,硕士,文学,14,50-99,早期创业公司,从未,187,否
80359,巢湖县,男,无相关经验,全日制,高中,文学,17,50-99,私营公司,1,290,否
34392,杭州县,,有相关经验,非全日制,高中,历史学,14,100-500,其他,>4,43,否
79436,红梅市,,无相关经验,全日制,硕士,理学,15,<10,其他,从未,102,否
84963,南宁市,女,无相关经验,全日制,高中,历史学,4,10-49,其他,3,322,否
52304,磊市,男,无相关经验,非全日制,专科,管理学,<1,50-99,私营公司,从未,74,否
8015,颖县,,有相关经验,全日制,高中,艺术学,1,10-49,私营公司,从未,61,否
59287,拉萨县,男,无相关经验,全日制,专科,哲学,5,100-500,早期创业公司,1,121,否
38244,东市,男,有相关经验,无,本科,艺术学,16,100-500,非政府组织,3,186,否
85474,秀荣市,,无相关经验,全日制,高中,文学,16,100-500,公共部门,4,242,否
17539,欢市,男,有相关经验,无,硕士,经济学,18,50-99,其他,4,88,否
87874,桂荣县,男,有相关经验,非全日制,本科,其他,7,<10,融资创业公司,从未,21,否
19706,慧县,女,有相关经验,无,专科,管理学,3,50-99,融资创业公司,>4,315,否
97471,艳市,男,有相关经验,无,硕士,其他,4,10-49,公共部门,3,236,否
79807,辽阳市,女,有相关经验,全日制,本科,艺术学,5,10-49,私营公司,2,290,否
89856,香港县,男,无相关经验,非全日制,硕士,管理学,11,10-49,融资创业公司,>4,209,否
75022,婷婷市,,无相关经验,非全日制,专科,艺术学,8,50-99,早期创业公司,2,9,否
93332,海门市,男,有相关经验,无,硕士,历史学,8,100-500,早期创业公司,4,229,否
34347,云县,男,有相关经验,全日制,高中,教育学,2,50-99,早期创业公司,从未,155,否
98428,石家庄市,男,有相关经验,非全日制,高中,教育学,7,100-500,其他,1,51,否
13023,长春县,女,无相关经验,全日制,硕士,历史学,18,50-99,公共部门,3,128,否
98670,北京市,女,无相关经验,无,本科,经济学,2,10-49,其他,从未,202,否
47751,银川市,男,有相关经验,非全日制,高中,管理学,11,10-49,其他,>4,9,否
22127,桂香县,女,有相关经验,全日制,本科,经济学,18,100-500,早期创业公司,2,335,否
63724,玉兰县,女,无相关经验,无,高中,理学,2,100-500,其他,1,332,否
21215,琳县,,有相关经验,非全日制,专科,艺术学,3,10-49,非政府组织,2,52,否
65691,秀芳市,女,无相关经验,无,高中,管理学,3,10-49,早期创业公司,2,232,否
49184,长沙县,,有相关经验,全日制,本科,教育学,11,<10,公共部门,>4,256,否
80268,杭州县,女,有相关经验,无,硕士,历史学,4,<10,其他,3,100,否
92482,帆市,女,有相关经验,无,硕士,医学,13,100-500,公共部门,3,168,否
88762,潮州市,,无相关经验,全日制,高中,无主修,<1,100-500,融资创业公司,3,173,否
58229,玉珍县,,无相关经验,无,高中,艺术学,6,<10,私营公司,>4,274,否
35793,上海市,女,无相关经验,无,专科,其他,10,10-49,融资创业公司,从未,296,否
29983,莹县,,有相关经验,非全日制,本科,医学,15,<10,非政府组织,3,263,否
51477,博市,男,有相关经验,全日制,本科,管理学,>20,<10,非政府组织,1,189,否
63907,哈尔滨县,,无相关经验,全日制,专科,艺术学,3,50-99,公共部门,4,184,否
84059,淑珍市,女,有相关经验,非全日制,专科,管理学,19,50-99,融资创业公司,3,55,否
91062,淑兰县,,有相关经验,非全日制,本科,医学,>20,100-500,早期创业公司,4,106,否
67508,秀云县,女,有相关经验,非全日制,硕士,无主修,2,100-500,其他,2,291,否
45999,利县,男,有相关经验,全日制,本科,无主修,5,100-500,早期创业公司,3,287,否
85527,莹县,男,无相关经验,全日制,高中,哲学,3,<10,私营公司,4,275,否
65035,鹏县,男,无相关经验,无,高中,教育学,5,10-49,私营公司,>4,120,否
25580,合肥县,,有相关经验,无,高中,历史学,20,50-99,早期创业公司,1,114,否
33568,昆明市,女,有相关经验,非全日制,硕士,文学,11,10-49,融资创业公司,从未,159,否
16090,峰县,,无相关经验,全日制,高中,医学,3,10-49,早期创业公司,>4,214,否
69517,广州县,男,有相关经验,非全日制,高中,哲学,11,100-500,早期创业公司,>4,182,否
52124,柳市,女,有相关经验,无,本科,教育学,7,100-500,公共部门,4,159,否
99651,娟县,男,无相关经验,全日制,专科,哲学,3,10-49,其他,2,162,否
3417,呼和浩特县,女,有相关经验,非全日制,硕士,工程学,11,<10,私营公司,3,30,是
90387,北京县,,有相关经验,无,高中,理学,10,<10,融资创业公司,2,233,否
28104,佛山县,,有相关经验,无,高中,经济学,6,50-99,早期创业公司,4,71,否
2016,汕尾市,,有相关经验,无,本科,哲学,7,10-49,私营公司,2,258,否
99451,平市,男,有相关经验,非全日制,硕士,其他,8,10-49,私营公司,4,296,否
28608,芳市,,有相关经验,全日制,专科,艺术学,19,100-500,公共部门,>4,209,否
10555,芳市,女,无相关经验,非全日制,硕士,教育学,14,<10,公共部门,4,13,否
30055,荣县,女,无相关经验,非全日制,高中,艺术学,13,100-500,融资创业公司,从未,81,否
76762,天津县,女,无相关经验,全日制,硕士,其他,15,10-49,公共部门,3,202,否
76089,邯郸市,女,无相关经验,全日制,本科,历史学,10,50-99,融资创业公司,3,29,否
58155,六安县,男,有相关经验,非全日制,专科,工程学,20,10-49,公共部门,3,113,否
92172,长沙县,男,有相关经验,非全日制,高中,经济学,12,10-49,融资创业公司,3,302,否
48997,淮安市,男,有相关经验,全日制,本科,历史学,3,50-99,公共部门,1,124,否
32487,长春县,,无相关经验,全日制,专科,艺术学,12,10-49,公共部门,>4,71,否
4404,兰州县,女,无相关经验,非全日制,专科,经济学,8,100-500,早期创业公司,4,211,否
31353,雷市,女,有相关经验,全日制,本科,医学,18,10-49,其他,2,286,否
49821,关岭县,女,有相关经验,非全日制,本科,无主修,19,100-500,非政府组织,从未,202,否
36296,辽阳县,,有相关经验,全日制,专科,历史学,4,100-500,早期创业公司,2,131,否
90315,晶市,,有相关经验,非全日制,专科,无主修,11,50-99,融资创业公司,1,51,否
90396,婷婷县,女,无相关经验,全日制,硕士,哲学,12,10-49,其他,2,46,否
56365,坤市,,无相关经验,非全日制,本科,其他,9,10-49,早期创业公司,4,157,否
5702,合山市,,无相关经验,无,高中,历史学,10,10-49,非政府组织,>4,24,否
83895,长沙县,男,有相关经验,全日制,专科,艺术学,13,<10,私营公司,3,322,否
4652,兴安盟市,女,有相关经验,全日制,本科,无主修,1,<10,融资创业公司,1,105,否
19463,桂芳县,女,有相关经验,无,本科,医学,<1,<10,非政府组织,4,260,否
61667,沈阳县,男,无相关经验,非全日制,本科,其他,17,10-49,私营公司,4,16,否
30385,深圳县,男,无相关经验,无,专科,教育学,19,50-99,融资创业公司,2,135,否
34616,亮县,女,有相关经验,非全日制,高中,艺术学,<1,50-99,早期创业公司,4,47,否
92436,潜江县,女,有相关经验,非全日制,专科,哲学,16,50-99,私营公司,从未,206,否
57728,广州市,女,无相关经验,非全日制,硕士,工程学,9,100-500,其他,>4,315,否
20398,淑英县,男,无相关经验,全日制,专科,历史学,7,<10,融资创业公司,2,76,否
89004,龙市,女,无相关经验,非全日制,硕士,哲学,17,50-99,私营公司,>4,181,否
22343,强县,,无相关经验,非全日制,硕士,其他,1,<10,融资创业公司,1,273,否
78233,六安市,男,有相关经验,无,高中,管理学,17,10-49,早期创业公司,从未,331,否
84308,龙县,女,有相关经验,全日制,本科,教育学,19,50-99,非政府组织,从未,183,否
95004,伟县,女,有相关经验,非全日制,专科,文学,>20,100-500,非政府组织,3,204,否
79441,福州市,男,有相关经验,非全日制,高中,医学,9,<10,融资创业公司,2,97,否
72917,波市,女,无相关经验,无,专科,其他,16,10-49,公共部门,1,191,否
99764,玉珍县,男,有相关经验,全日制,本科,经济学,<1,10-49,融资创业公司,>4,334,否
12528,英市,女,有相关经验,无,硕士,管理学,6,100-500,其他,3,115,否
22754,通辽市,,有相关经验,全日制,高中,工程学,18,10-49,私营公司,3,124,否
51209,六盘水市,,有相关经验,全日制,专科,医学,11,<10,融资创业公司,4,78,否
16270,广州县,男,有相关经验,非全日制,硕士,艺术学,10,10-49,其他,4,231,否
8729,兴安盟县,,有相关经验,非全日制,高中,医学,3,100-500,其他,>4,20,否
58413,太原县,男,有相关经验,全日制,硕士,理学,5,100-500,非政府组织,从未,151,是
31166,云县,,无相关经验,无,高中,其他,17,10-49,融资创业公司,2,310,否
95283,荣县,女,无相关经验,无,本科,文学,18,100-500,私营公司,3,7,否
88147,张家港县,,无相关经验,非全日制,硕士,工程学,19,<10,非政府组织,>4,55,否
96064,颖市,男,有相关经验,非全日制,专科,工程学,16,10-49,融资创业公司,从未,15,否
8953,丹丹县,男,无相关经验,全日制,本科,教育学,<1,<10,早期创业公司,1,306,否
65894,香港市,,有相关经验,无,高中,文学,16,50-99,融资创业公司,2,282,否
55083,辽阳县,,有相关经验,无,专科,医学,<1,50-99,早期创业公司,1,46,否
37334,南宁县,女,无相关经验,无,高中,哲学,8,10-49,非政府组织,2,256,否
70890,乌鲁木齐县,男,有相关经验,无,专科,哲学,12,10-49,其他,2,186,否
60107,秀芳市,女,无相关经验,全日制,高中,管理学,7,10-49,公共部门,1,17,否
55436,峰市,女,无相关经验,无,专科,经济学,20,10-49,融资创业公司,4,137,否
90192,兰州市,男,无相关经验,非全日制,硕士,无主修,13,<10,私营公司,3,175,否
38037,哈尔滨市,女,有相关经验,全日制,高中,无主修,12,10-49,其他,1,75,否
34046,莹县,,无相关经验,全日制,硕士,教育学,8,100-500,公共部门,从未,168,否
85193,长春县,女,无相关经验,全日制,硕士,医学,13,100-500,非政府组织,2,270,否
90656,丽丽县,女,无相关经验,非全日制,专科,文学,13,<10,私营公司,1,317,否
48140,丽娟县,男,无相关经验,全日制,高中,哲学,14,100-500,非政府组织,>4,175,否
65728,红县,,有相关经验,全日制,本科,哲学,>20,50-99,非政府组织,1,185,否
16989,玉英市,女,无相关经验,全日制,本科,理学,12,100-500,早期创业公司,1,24,否
645,六盘水市,男,无相关经验,无,高中,理学,7,10-49,非政府组织,3,12,否
53432,呼和浩特县,,有相关经验,非全日制,高中,教育学,5,50-99,融资创业公司,3,52,否
93829,张家港县,,无相关经验,全日制,本科,历史学,18,10-49,融资创业公司,2,231,否
91095,贵阳县,,有相关经验,无,本科,文学,12,10-49,其他,1,148,否
33124,丹市,女,无相关经验,无,硕士,其他,14,10-49,其他,3,301,否
80274,潜江市,女,无相关经验,无,高中,理学,4,100-500,非政府组织,4,281,否
17705,南宁市,男,有相关经验,全日制,硕士,工程学,1,100-500,非政府组织,2,298,是
66102,玉市,,无相关经验,全日制,专科,经济学,5,10-49,融资创业公司,2,145,否
37570,雪梅市,男,无相关经验,无,专科,历史学,17,50-99,公共部门,从未,193,否
59842,帆市,女,有相关经验,无,专科,无主修,3,50-99,其他,从未,47,否
87007,长沙市,男,无相关经验,全日制,专科,文学,16,50-99,早期创业公司,2,268,否
90902,惠州市,女,无相关经验,无,专科,哲学,13,<10,私营公司,2,166,否
76415,林市,,无相关经验,非全日制,本科,管理学,8,10-49,其他,1,71,否
50850,长春市,女,有相关经验,全日制,本科,工程学,5,10-49,公共部门,4,252,是
5211,玉英县,,有相关经验,全日制,本科,经济学,2,100-500,非政府组织,4,19,否
15010,桂荣县,男,有相关经验,全日制,硕士,文学,18,<10,早期创业公司,2,304,否
83575,深圳县,男,无相关经验,无,专科,管理学,13,<10,融资创业公司,>4,143,否
89703,乌鲁木齐县,女,无相关经验,全日制,硕士,医学,>20,<10,融资创业公司,4,222,否
80012,昆明市,,有相关经验,全日制,硕士,管理学,4,100-500,非政府组织,2,267,否
50687,惠州市,男,无相关经验,无,专科,医学,18,100-500,早期创业公司,从未,281,否
63987,上海市,女,有相关经验,全日制,本科,工程学,10,<10,私营公司,4,203,是
54815,东莞市,男,无相关经验,无,专科,哲学,14,10-49,非政府组织,从未,244,否
17894,哈尔滨县,女,无相关经验,非全日制,高中,教育学,13,10-49,非政府组织,3,53,否
2369,上海县,女,有相关经验,无,硕士,无主修,3,50-99,非政府组织,3,10,否
74026,瑞县,女,无相关经验,全日制,本科,文学,10,100-500,私营公司,从未,120,否
89582,明市,,有相关经验,无,专科,教育学,14,100-500,公共部门,4,251,否
24864,通辽县,男,无相关经验,无,高中,工程学,14,50-99,其他,2,188,否
2094,斌县,男,有相关经验,全日制,高中,管理学,14,10-49,非政府组织,从未,177,否
5412,建国市,女,有相关经验,无,高中,无主修,2,<10,其他,从未,180,否
50213,沈阳市,男,无相关经验,全日制,本科,历史学,7,50-99,融资创业公司,4,208,否
55176,北京市,男,有相关经验,非全日制,本科,管理学,2,50-99,非政府组织,3,33,否
52079,台北市,,无相关经验,全日制,本科,经济学,10,<10,私营公司,3,112,否
55769,石家庄市,女,无相关经验,非全日制,本科,哲学,5,10-49,非政府组织,从未,198,否
66153,桂珍县,男,无相关经验,无,高中,艺术学,16,10-49,融资创业公司,2,130,否
77858,柳县,男,无相关经验,无,高中,管理学,11,10-49,私营公司,>4,217,否
48460,天津县,男,无相关经验,全日制,硕士,管理学,2,10-49,私营公司,4,272,否
71732,海口县,男,有相关经验,非全日制,高中,经济学,<1,10-49,其他,从未,75,否
91879,郑州市,女,无相关经验,全日制,本科,教育学,>20,100-500,早期创业公司,3,58,否
58128,太原县,女,无相关经验,全日制,硕士,文学,14,50-99,融资创业公司,4,185,否
33534,健县,男,无相关经验,非全日制,硕士,文学,12,<10,融资创业公司,4,259,否
6675,昆明县,女,有相关经验,全日制,专科,工程学,17,<10,私营公司,3,330,否
25563,沈阳县,,有相关经验,无,本科,艺术学,10,10-49,公共部门,2,70,否
723,杭州市,女,无相关经验,无,本科,艺术学,14,<10,非政府组织,从未,14,否
97416,佛山县,男,无相关经验,无,硕士,工程学,1,100-500,非政府组织,从未,131,否
19100,石家庄市,,无相关经验,非全日制,硕士,无主修,8,10-49,其他,从未,88,否
90001,永安市,男,无相关经验,全日制,专科,哲学,14,100-500,私营公司,从未,189,否
85315,昆明市,男,无相关经验,全日制,本科,管理学,13,<10,非政府组织,3,294,否
41189,宜都县,男,无相关经验,无,本科,管理学,3,10-49,私营公司,1,121,否
25473,六安县,女,有相关经验,全日制,本科,理学,10,50-99,其他,>4,70,是
90081,建华市,男,有相关经验,无,本科,教育学,<1,50-99,融资创业公司,4,18,否
3941,亮县,女,有相关经验,非全日制,高中,工程学,13,100-500,其他,2,333,否
62587,兰州市,女,无相关经验,全日制,专科,其他,13,100-500,公共部门,从未,9,否
96667,海门县,,无相关经验,无,硕士,管理学,19,10-49,其他,从未,4,否
10471,北京县,女,有相关经验,非全日制,高中,文学,6,<10,早期创业公司,2,260,否
8344,鹏市,男,无相关经验,全日制,硕士,医学,>20,100-500,早期创业公司,从未,322,否
7509,成都市,女,有相关经验,非全日制,专科,无主修,6,<10,私营公司,1,172,否
65503,成市,男,无相关经验,全日制,本科,理学,6,10-49,融资创业公司,>4,19,否
27307,玉梅县,男,无相关经验,全日制,硕士,经济学,7,50-99,其他,从未,100,否
25359,华市,,无相关经验,无,专科,历史学,16,10-49,公共部门,4,295,否
88348,哈尔滨县,男,有相关经验,无,高中,医学,4,<10,私营公司,从未,333,否
76108,秀珍县,女,有相关经验,全日制,本科,哲学,6,50-99,公共部门,从未,253,否
46956,佳市,男,无相关经验,全日制,本科,医学,15,50-99,融资创业公司,>4,148,否
27836,莉市,男,有相关经验,全日制,高中,文学,4,100-500,其他,2,185,否
1031,辽阳市,男,无相关经验,全日制,本科,无主修,3,10-49,其他,1,284,否
27780,玉兰县,男,有相关经验,非全日制,本科,哲学,10,10-49,公共部门,1,238,否
70746,海门市,女,无相关经验,非全日制,本科,无主修,14,100-500,早期创业公司,1,281,否
65882,娜市,,无相关经验,非全日制,硕士,医学,5,50-99,早期创业公司,2,154,否
31988,荆门县,女,有相关经验,无,硕士,文学,17,10-49,其他,从未,304,否
57092,张家港市,女,有相关经验,无,专科,医学,17,<10,公共部门,3,129,否
89864,斌市,,有相关经验,无,专科,艺术学,7,50-99,早期创业公司,4,240,否
66803,利县,男,有相关经验,全日制,专科,管理学,5,<10,非政府组织,2,79,否
78727,辛集市,女,无相关经验,非全日制,高中,管理学,18,100-500,非政府组织,4,319,否
13415,倩市,,有相关经验,全日制,硕士,无主修,11,50-99,非政府组织,4,96,否
6551,玉华县,女,有相关经验,全日制,硕士,其他,<1,10-49,私营公司,从未,193,否
13730,武汉市,女,无相关经验,全日制,高中,哲学,2,100-500,私营公司,>4,142,否
8506,志强市,,有相关经验,全日制,专科,管理学,4,50-99,非政府组织,1,32,否
98950,兰州市,男,有相关经验,无,本科,其他,11,50-99,早期创业公司,1,25,否
11117,春梅市,男,有相关经验,无,高中,管理学,<1,<10,公共部门,3,108,否
81160,关岭县,,有相关经验,全日制,专科,历史学,11,<10,公共部门,1,134,否
6967,潜江县,男,有相关经验,全日制,专科,管理学,11,<10,私营公司,3,92,否
53433,石家庄县,男,无相关经验,全日制,本科,理学,16,<10,非政府组织,4,98,否
8279,伟县,男,有相关经验,非全日制,专科,艺术学,18,100-500,非政府组织,从未,150,否
24845,云市,,有相关经验,非全日制,高中,历史学,20,100-500,非政府组织,1,334,否
41049,丽华县,女,有相关经验,无,高中,工程学,13,50-99,公共部门,从未,56,否
44075,六盘水县,男,无相关经验,非全日制,高中,管理学,19,<10,其他,4,164,否
23013,琴市,男,无相关经验,无,高中,工程学,1,50-99,融资创业公司,>4,129,否
29679,荆门市,男,有相关经验,全日制,硕士,文学,14,50-99,非政府组织,4,79,否
75083,佛山县,女,无相关经验,全日制,专科,文学,2,10-49,融资创业公司,>4,34,否
57217,台北市,男,无相关经验,全日制,硕士,经济学,2,100-500,非政府组织,4,84,否
42064,欣县,,无相关经验,无,高中,工程学,20,10-49,公共部门,1,182,否
99366,长春县,,无相关经验,非全日制,高中,医学,12,100-500,公共部门,2,98,否
66026,沈阳市,女,有相关经验,非全日制,硕士,管理学,4,100-500,融资创业公司,2,331,否
74464,兴安盟市,,有相关经验,全日制,硕士,哲学,1,<10,早期创业公司,从未,217,否
75329,欣县,女,有相关经验,无,高中,文学,12,10-49,早期创业公司,2,206,否
27592,玉市,女,无相关经验,非全日制,硕士,历史学,16,50-99,非政府组织,4,312,否
47537,文县,女,有相关经验,无,专科,艺术学,11,100-500,非政府组织,从未,260,否
73796,军县,男,有相关经验,全日制,高中,教育学,4,<10,早期创业公司,从未,233,否
67903,大冶县,男,有相关经验,无,硕士,其他,5,100-500,私营公司,4,149,否
10866,梅县,,有相关经验,非全日制,硕士,经济学,3,<10,公共部门,4,80,否
3250,成县,男,无相关经验,全日制,硕士,教育学,8,100-500,公共部门,2,227,否
80544,林县,,无相关经验,全日制,专科,哲学,20,10-49,私营公司,4,94,否
90860,合山市,,有相关经验,全日制,高中,哲学,9,<10,其他,4,327,否
39606,宁德县,女,有相关经验,全日制,本科,无主修,20,100-500,早期创业公司,3,257,否
67781,云市,男,无相关经验,非全日制,高中,哲学,18,<10,私营公司,2,138,否
43725,桂兰县,女,无相关经验,无,高中,医学,1,100-500,私营公司,1,75,否
59656,天津县,男,有相关经验,无,专科,理学,7,50-99,其他,4,73,否
50260,建国县,女,有相关经验,非全日制,硕士,文学,16,100-500,私营公司,3,334,否
39620,健市,女,无相关经验,全日制,专科,经济学,20,10-49,公共部门,3,310,否
55586,晶县,女,无相关经验,非全日制,专科,理学,12,10-49,私营公司,4,335,否
9550,倩市,男,无相关经验,无,专科,无主修,9,50-99,公共部门,从未,91,否
24967,璐市,女,有相关经验,全日制,硕士,艺术学,7,10-49,私营公司,3,167,否
34870,东莞县,女,无相关经验,非全日制,本科,教育学,<1,100-500,融资创业公司,4,293,否
36609,博市,女,无相关经验,非全日制,硕士,经济学,20,<10,私营公司,3,86,否
10340,通辽市,,有相关经验,全日制,高中,艺术学,15,100-500,私营公司,1,165,否
29083,石家庄县,男,无相关经验,无,高中,哲学,8,50-99,融资创业公司,3,30,否
26758,桂荣县,,无相关经验,全日制,本科,管理学,4,10-49,其他,>4,262,否
35224,宁市,男,无相关经验,无,高中,历史学,<1,50-99,融资创业公司,2,296,否
33398,合山县,,有相关经验,全日制,专科,其他,20,10-49,早期创业公司,4,29,否
79991,洁市,女,无相关经验,全日制,本科,管理学,8,<10,其他,4,243,否
19224,玉珍市,,有相关经验,全日制,高中,医学,16,100-500,早期创业公司,2,126,否
19335,东莞县,,有相关经验,无,本科,艺术学,19,10-49,早期创业公司,4,265,否
23792,坤市,女,无相关经验,无,专科,历史学,12,10-49,非政府组织,4,239,否
60094,六安市,,有相关经验,全日制,专科,历史学,13,10-49,非政府组织,4,61,否
43509,北京市,男,无相关经验,全日制,本科,教育学,10,50-99,公共部门,1,278,否
8652,超县,,有相关经验,非全日制,高中,无主修,<1,100-500,公共部门,3,287,否
12648,红霞市,,有相关经验,全日制,本科,工程学,3,10-49,私营公司,3,316,是
54696,佛山县,男,有相关经验,全日制,专科,其他,15,100-500,非政府组织,4,122,否
74248,涛县,男,无相关经验,全日制,本科,管理学,1,50-99,融资创业公司,4,143,否
14584,雪梅市,女,有相关经验,无,本科,医学,>20,<10,非政府组织,1,235,否
95492,辽阳市,,有相关经验,非全日制,专科,其他,8,100-500,公共部门,2,213,否
72718,邯郸县,女,有相关经验,无,本科,艺术学,19,<10,私营公司,3,123,否
33810,秀兰县,,无相关经验,非全日制,硕士,理学,15,50-99,融资创业公司,4,30,否
48537,关岭县,男,有相关经验,无,本科,管理学,16,10-49,融资创业公司,3,193,否
22986,波市,男,有相关经验,无,高中,文学,16,100-500,早期创业公司,3,29,否
21347,东莞县,男,无相关经验,全日制,高中,其他,15,50-99,非政府组织,3,25,否
30237,浩市,男,有相关经验,非全日制,本科,无主修,15,100-500,早期创业公司,1,179,否
78606,齐齐哈尔县,女,无相关经验,无,专科,经济学,5,50-99,其他,3,233,否
89892,建军县,,有相关经验,非全日制,专科,管理学,7,100-500,非政府组织,4,291,否
71041,浩县,女,有相关经验,全日制,高中,文学,3,10-49,非政府组织,2,45,否
82084,合山市,女,有相关经验,全日制,硕士,其他,1,50-99,私营公司,从未,124,否
651,西宁县,,无相关经验,非全日制,本科,哲学,14,50-99,融资创业公司,3,167,否
72074,凯市,女,有相关经验,无,硕士,历史学,1,10-49,其他,从未,274,否
79522,荆门市,男,有相关经验,全日制,硕士,管理学,18,50-99,融资创业公司,2,255,否
3766,桂花市,女,无相关经验,非全日制,高中,理学,20,<10,公共部门,4,120,否
9157,坤市,,无相关经验,非全日制,高中,理学,12,<10,融资创业公司,3,28,否
64319,贵阳县,女,无相关经验,无,本科,医学,11,100-500,其他,2,208,否
85990,梅县,女,有相关经验,无,高中,其他,9,<10,早期创业公司,2,185,否
48251,哈尔滨市,男,有相关经验,全日制,高中,哲学,18,100-500,融资创业公司,>4,29,否
90748,太原市,,无相关经验,非全日制,硕士,管理学,7,<10,早期创业公司,从未,46,否
30080,六安县,,有相关经验,非全日制,专科,管理学,14,100-500,非政府组织,3,15,否
73685,勇市,,无相关经验,无,高中,文学,11,100-500,其他,2,264,否
36006,西安市,女,无相关经验,非全日制,高中,哲学,8,100-500,融资创业公司,2,290,否
19615,澳门县,女,无相关经验,全日制,高中,艺术学,16,50-99,早期创业公司,4,139,否
64083,岩市,男,无相关经验,全日制,硕士,教育学,>20,<10,公共部门,3,64,否
30937,成都市,男,无相关经验,非全日制,高中,哲学,6,<10,融资创业公司,4,336,否
32948,凤英县,,无相关经验,全日制,本科,文学,17,10-49,非政府组织,3,230,否
8078,兴城县,女,有相关经验,非全日制,本科,经济学,5,50-99,早期创业公司,2,302,否
