报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
7696,建平市,女,无相关经验,无,博士,医学,3,50-99,其他,3,49
42609,太原县,其他,有相关经验,非全日制,专科,医学,6,1000-4999,公共部门,3,304
64822,莹市,女,无相关经验,非全日制,专科,医学,19,10-49,其他,从未,54
3878,六盘水市,男,有相关经验,全日制,硕士,文学,10,1000-4999,早期创业公司,1,177
24963,阳县,男,有相关经验,无,硕士,文学,6,100-500,私营公司,4,327
48025,六安市,其他,有相关经验,全日制,博士,哲学,10,1000-4999,早期创业公司,从未,209
33498,建市,男,无相关经验,无,本科,教育学,2,10000+,早期创业公司,4,320
21717,利县,其他,有相关经验,非全日制,本科,无主修,13,500-999,私营公司,>4,118
23230,玉华市,女,无相关经验,全日制,本科,文学,14,5000-9999,融资创业公司,从未,102
56249,齐齐哈尔市,男,有相关经验,无,博士,无主修,4,10000+,非政府组织,1,134
91384,峰市,女,无相关经验,无,硕士,理学,14,10-49,公共部门,4,11
1773,汕尾市,女,有相关经验,无,博士,其他,15,100-500,私营公司,2,114
50878,桂英县,男,无相关经验,非全日制,高中,教育学,12,1000-4999,非政府组织,>4,213
27118,重庆县,其他,无相关经验,非全日制,高中,历史学,2,500-999,融资创业公司,4,70
7856,凤英市,其他,无相关经验,无,硕士,哲学,3,50-99,早期创业公司,>4,23
99495,桂花县,男,有相关经验,无,高中,医学,15,10000+,非政府组织,从未,20
6986,淮安县,男,有相关经验,全日制,本科,文学,11,50-99,非政府组织,4,295
25122,宁县,男,无相关经验,非全日制,本科,医学,18,5000-9999,私营公司,>4,191
89177,台北市,女,无相关经验,全日制,专科,理学,13,500-999,非政府组织,1,177
83155,辉县,男,有相关经验,全日制,高中,管理学,10,50-99,私营公司,2,164
22497,兵市,女,无相关经验,非全日制,专科,工程学,11,10000+,早期创业公司,4,109
48450,昆明县,其他,有相关经验,无,本科,哲学,5,10-49,非政府组织,>4,110
87858,亮市,男,无相关经验,全日制,高中,经济学,10,10-49,私营公司,3,24
81411,淑华县,其他,有相关经验,无,高中,管理学,12,1000-4999,私营公司,2,13
99442,长沙市,男,无相关经验,全日制,硕士,管理学,11,1000-4999,非政府组织,1,137
36383,北镇县,男,有相关经验,无,高中,经济学,20,10-49,公共部门,从未,81
22618,六安县,女,无相关经验,非全日制,本科,哲学,<1,1000-4999,融资创业公司,2,330
58521,琴市,男,无相关经验,全日制,高中,理学,>20,50-99,其他,2,98
29458,沈阳市,男,有相关经验,非全日制,本科,教育学,19,10000+,非政府组织,>4,258
45772,宜都县,女,无相关经验,全日制,专科,医学,2,1000-4999,早期创业公司,3,34
29238,秀华市,其他,有相关经验,非全日制,硕士,无主修,7,5000-9999,早期创业公司,3,95
59555,郑州县,其他,有相关经验,非全日制,专科,理学,11,<10,早期创业公司,3,300
38208,南昌市,其他,有相关经验,全日制,硕士,工程学,18,500-999,其他,4,120
22809,福州市,其他,无相关经验,非全日制,博士,其他,9,10000+,私营公司,>4,167
52158,建平县,女,无相关经验,非全日制,本科,历史学,20,10-49,其他,>4,334
7829,桂花县,其他,有相关经验,非全日制,高中,哲学,>20,100-500,非政府组织,从未,226
89508,台北县,女,有相关经验,非全日制,本科,工程学,12,10-49,早期创业公司,从未,117
22257,海燕县,男,无相关经验,全日制,专科,医学,7,10-49,融资创业公司,4,315
10575,北京市,女,无相关经验,全日制,高中,理学,<1,<10,融资创业公司,从未,189
20537,华市,女,有相关经验,非全日制,高中,经济学,20,100-500,非政府组织,1,205
98597,婷婷县,女,无相关经验,非全日制,博士,哲学,16,50-99,私营公司,2,273
62665,英县,其他,无相关经验,全日制,博士,经济学,12,500-999,公共部门,4,10
3622,辛集市,男,有相关经验,无,专科,历史学,18,<10,私营公司,1,23
26510,明县,女,有相关经验,全日制,硕士,管理学,4,<10,早期创业公司,>4,103
19104,台北县,男,有相关经验,全日制,博士,工程学,17,100-500,早期创业公司,2,184
23166,潜江县,男,无相关经验,全日制,本科,管理学,2,500-999,其他,1,160
94211,上海市,其他,有相关经验,全日制,高中,历史学,1,<10,私营公司,2,176
56345,婷婷县,女,无相关经验,全日制,博士,其他,13,10-49,公共部门,2,19
61495,凯县,男,无相关经验,无,硕士,管理学,20,100-500,早期创业公司,3,272
99403,淮安县,其他,无相关经验,全日制,高中,医学,5,<10,融资创业公司,3,42
15639,杰市,男,无相关经验,全日制,博士,管理学,18,1000-4999,其他,>4,160
47715,琳县,其他,无相关经验,无,博士,理学,4,<10,早期创业公司,>4,151
34004,潮州县,其他,有相关经验,非全日制,本科,其他,16,10000+,其他,4,7
90631,荆门市,男,无相关经验,全日制,专科,管理学,14,5000-9999,公共部门,从未,269
15293,福州县,女,无相关经验,无,博士,历史学,16,<10,早期创业公司,1,62
77091,汕尾市,男,无相关经验,非全日制,本科,教育学,7,500-999,融资创业公司,4,307
88109,重庆市,男,无相关经验,无,专科,哲学,13,100-500,早期创业公司,1,153
69324,欣市,男,有相关经验,全日制,专科,医学,6,50-99,早期创业公司,3,98
74351,拉萨市,其他,有相关经验,全日制,高中,管理学,20,100-500,其他,1,40
24314,大冶市,男,无相关经验,非全日制,本科,管理学,13,500-999,私营公司,3,21
48994,亮县,女,有相关经验,全日制,本科,教育学,>20,5000-9999,私营公司,4,177
62009,平市,女,有相关经验,全日制,专科,文学,12,5000-9999,公共部门,>4,102
48531,俊市,男,无相关经验,无,硕士,管理学,17,10000+,私营公司,3,11
34099,汕尾县,女,有相关经验,无,高中,历史学,2,50-99,非政府组织,2,224
92543,宜都县,女,无相关经验,无,硕士,无主修,2,1000-4999,早期创业公司,2,297
28776,兰州市,女,有相关经验,无,博士,哲学,4,<10,私营公司,2,14
66742,阳市,男,有相关经验,非全日制,专科,教育学,1,10-49,私营公司,>4,27
74954,西安市,女,有相关经验,无,博士,无主修,10,100-500,融资创业公司,1,20
71354,上海县,男,无相关经验,非全日制,硕士,工程学,16,5000-9999,私营公司,从未,49
97126,东莞县,女,有相关经验,非全日制,专科,无主修,5,5000-9999,私营公司,4,36
847,澳门市,男,有相关经验,非全日制,本科,艺术学,1,50-99,融资创业公司,2,126
67925,石家庄县,女,无相关经验,非全日制,专科,无主修,7,5000-9999,私营公司,从未,109
19080,敏县,男,无相关经验,全日制,专科,管理学,19,10-49,公共部门,2,171
78277,阳市,其他,无相关经验,全日制,高中,经济学,3,5000-9999,融资创业公司,1,148
7373,台北市,男,无相关经验,无,硕士,经济学,14,<10,公共部门,4,183
18011,郑州市,男,无相关经验,非全日制,高中,教育学,17,10000+,早期创业公司,4,102
8241,成都县,女,无相关经验,非全日制,博士,无主修,8,50-99,其他,1,274
94059,颖县,其他,无相关经验,全日制,硕士,经济学,20,10000+,公共部门,从未,253
4209,北京市,其他,有相关经验,全日制,专科,管理学,17,1000-4999,融资创业公司,4,123
74015,西宁市,女,有相关经验,非全日制,博士,教育学,9,<10,早期创业公司,1,211
54091,宁德县,男,无相关经验,非全日制,本科,历史学,14,50-99,早期创业公司,>4,35
16978,佛山市,其他,有相关经验,全日制,硕士,医学,>20,500-999,其他,2,75
78561,潜江市,男,有相关经验,全日制,本科,其他,>20,500-999,融资创业公司,3,248
88640,梧州市,其他,无相关经验,全日制,高中,无主修,<1,500-999,早期创业公司,4,31
83248,海燕县,男,无相关经验,全日制,高中,工程学,6,500-999,早期创业公司,>4,33
43157,合肥市,男,有相关经验,全日制,高中,管理学,11,50-99,公共部门,2,18
5697,大冶市,其他,有相关经验,全日制,高中,理学,1,1000-4999,非政府组织,3,215
6973,桂芳县,男,无相关经验,全日制,博士,经济学,19,10-49,私营公司,2,282
83898,马鞍山县,男,无相关经验,非全日制,高中,艺术学,19,10-49,其他,4,39
4975,琳县,男,无相关经验,全日制,博士,艺术学,10,10-49,早期创业公司,从未,318
51067,西宁市,女,有相关经验,全日制,硕士,文学,<1,500-999,非政府组织,3,21
16728,秀芳市,男,有相关经验,无,高中,其他,4,1000-4999,公共部门,2,64
34066,瑜县,男,有相关经验,全日制,专科,艺术学,19,10000+,非政府组织,从未,196
10294,太原市,其他,无相关经验,非全日制,本科,文学,17,50-99,早期创业公司,2,190
58732,兴城市,男,有相关经验,全日制,高中,无主修,5,50-99,非政府组织,4,174
60473,合山县,女,无相关经验,无,高中,其他,19,10-49,私营公司,>4,3
59306,柳州县,男,无相关经验,非全日制,专科,理学,8,500-999,非政府组织,>4,290
67044,惠州县,其他,无相关经验,无,本科,教育学,10,1000-4999,非政府组织,4,122
63541,强县,男,有相关经验,非全日制,本科,历史学,12,10000+,私营公司,从未,309
15548,梧州县,男,有相关经验,无,高中,教育学,2,5000-9999,公共部门,3,101
17395,福州市,女,无相关经验,全日制,本科,艺术学,5,500-999,其他,2,180
45116,磊市,女,有相关经验,全日制,专科,经济学,15,1000-4999,公共部门,>4,281
49433,辽阳市,男,无相关经验,全日制,高中,历史学,13,5000-9999,其他,2,14
58868,南昌县,女,无相关经验,全日制,博士,历史学,14,<10,早期创业公司,1,210
5384,齐齐哈尔市,女,无相关经验,非全日制,高中,无主修,20,100-500,其他,从未,4
25953,南京市,男,无相关经验,无,专科,经济学,4,1000-4999,早期创业公司,4,323
7687,梧州市,男,有相关经验,非全日制,本科,艺术学,17,50-99,融资创业公司,3,258
83005,巢湖市,其他,有相关经验,非全日制,本科,管理学,4,1000-4999,早期创业公司,从未,185
55290,梧州市,其他,有相关经验,无,博士,无主修,>20,10000+,公共部门,2,167
4144,玉华县,其他,无相关经验,全日制,高中,工程学,1,10-49,融资创业公司,从未,214
74574,平市,其他,无相关经验,全日制,专科,经济学,20,10-49,早期创业公司,从未,72
744,西安县,女,有相关经验,无,本科,管理学,12,1000-4999,公共部门,3,45
94330,淑英市,男,有相关经验,无,博士,经济学,9,500-999,公共部门,从未,260
72773,南宁县,男,无相关经验,全日制,高中,其他,15,50-99,私营公司,4,179
28533,杨县,男,有相关经验,无,专科,管理学,20,5000-9999,公共部门,2,319
84312,佛山县,女,无相关经验,非全日制,硕士,工程学,<1,1000-4999,其他,3,80
69153,楠市,男,无相关经验,全日制,硕士,文学,19,100-500,非政府组织,>4,12
69259,凯县,男,有相关经验,非全日制,专科,理学,3,100-500,其他,1,258
31524,宁德市,女,有相关经验,无,高中,文学,10,<10,私营公司,4,254
98344,玉县,其他,有相关经验,无,博士,历史学,13,10000+,融资创业公司,>4,263
40224,合肥市,其他,有相关经验,全日制,博士,哲学,5,500-999,公共部门,2,134
98006,建华市,男,无相关经验,无,本科,艺术学,4,5000-9999,公共部门,3,212
64046,通辽市,女,无相关经验,全日制,专科,文学,10,10-49,私营公司,>4,159
61844,杰县,男,无相关经验,非全日制,专科,无主修,7,<10,融资创业公司,4,173
23126,霞县,男,无相关经验,无,本科,理学,5,1000-4999,公共部门,3,104
33174,娟市,女,有相关经验,无,博士,历史学,5,1000-4999,融资创业公司,1,249
25230,鹏县,男,有相关经验,非全日制,专科,理学,17,<10,其他,>4,95
93114,瑜市,其他,有相关经验,无,硕士,管理学,2,100-500,融资创业公司,2,98
43037,兰州市,女,无相关经验,非全日制,高中,工程学,>20,10-49,早期创业公司,从未,278
98655,凤英县,女,无相关经验,全日制,硕士,教育学,5,5000-9999,其他,从未,59
52135,兰州县,男,有相关经验,非全日制,专科,其他,8,1000-4999,其他,>4,196
62363,红市,其他,有相关经验,全日制,高中,无主修,10,10000+,其他,4,217
29340,关岭县,男,无相关经验,非全日制,硕士,艺术学,>20,500-999,公共部门,2,173
99138,昆明市,女,有相关经验,无,硕士,工程学,11,50-99,公共部门,2,223
59964,贵阳市,其他,有相关经验,无,硕士,文学,<1,1000-4999,公共部门,2,185
803,佳市,其他,无相关经验,非全日制,专科,艺术学,>20,500-999,融资创业公司,>4,62
36864,南宁市,男,无相关经验,非全日制,本科,艺术学,8,10-49,非政府组织,1,277
97648,军县,男,有相关经验,全日制,本科,艺术学,4,10000+,私营公司,从未,70
43777,琳市,其他,有相关经验,无,专科,无主修,7,5000-9999,融资创业公司,4,187
98459,海门县,其他,无相关经验,无,专科,其他,19,<10,其他,2,152
41213,勇市,男,有相关经验,全日制,专科,其他,14,<10,融资创业公司,从未,170
84646,桂芝市,其他,有相关经验,全日制,高中,医学,18,10000+,融资创业公司,>4,259
41101,南昌县,女,无相关经验,全日制,专科,理学,15,10000+,融资创业公司,>4,106
69783,桂珍县,女,无相关经验,非全日制,高中,管理学,>20,10000+,公共部门,2,295
49336,鹏县,男,无相关经验,全日制,高中,医学,10,1000-4999,融资创业公司,1,233
75549,武汉县,男,有相关经验,全日制,硕士,历史学,17,10-49,早期创业公司,>4,70
94985,想县,女,有相关经验,无,高中,工程学,18,<10,其他,2,329
85828,佛山县,其他,有相关经验,无,专科,文学,15,50-99,早期创业公司,4,40
92401,佳县,女,无相关经验,无,博士,艺术学,5,<10,融资创业公司,1,311
96978,凤英县,其他,有相关经验,全日制,高中,无主修,12,5000-9999,公共部门,3,214
13687,明县,其他,无相关经验,无,硕士,经济学,5,1000-4999,其他,3,297
62899,重庆市,男,有相关经验,非全日制,高中,管理学,4,50-99,非政府组织,2,330
59055,淑兰市,女,有相关经验,无,高中,艺术学,18,50-99,私营公司,3,297
52451,兴城县,男,有相关经验,无,博士,其他,3,50-99,其他,从未,22
84376,惠州市,其他,有相关经验,无,本科,文学,4,500-999,公共部门,从未,307
44899,佛山县,女,有相关经验,非全日制,博士,医学,1,<10,非政府组织,2,309
37384,福州市,其他,有相关经验,全日制,高中,艺术学,2,100-500,公共部门,3,249
82458,杰市,其他,有相关经验,无,专科,理学,16,50-99,早期创业公司,4,183
30417,张家港县,女,无相关经验,全日制,硕士,艺术学,16,10000+,早期创业公司,1,123
47906,太原市,其他,有相关经验,非全日制,博士,文学,2,100-500,公共部门,3,238
67146,桂珍县,其他,有相关经验,无,专科,艺术学,15,100-500,其他,4,175
38188,拉萨市,女,无相关经验,无,高中,无主修,9,50-99,私营公司,>4,170
45733,燕市,女,无相关经验,全日制,硕士,管理学,10,10000+,非政府组织,3,166
71620,巢湖县,女,无相关经验,无,高中,历史学,4,<10,私营公司,1,243
77908,重庆市,男,无相关经验,无,博士,无主修,10,<10,公共部门,2,247
17530,梅市,男,有相关经验,无,博士,哲学,20,10-49,早期创业公司,3,300
31767,太原县,男,有相关经验,非全日制,本科,其他,9,10-49,私营公司,从未,109
99141,海口市,其他,无相关经验,无,博士,无主修,9,10000+,其他,>4,281
19886,拉萨县,男,有相关经验,全日制,本科,教育学,11,10-49,私营公司,3,279
67824,彬市,其他,有相关经验,非全日制,硕士,教育学,14,1000-4999,融资创业公司,4,179
86488,潜江市,女,无相关经验,非全日制,博士,文学,12,<10,早期创业公司,从未,183
12409,长春县,其他,无相关经验,非全日制,专科,历史学,19,100-500,早期创业公司,4,312
54696,秀英县,其他,无相关经验,无,专科,管理学,2,10-49,公共部门,>4,329
32845,飞市,其他,有相关经验,非全日制,专科,历史学,13,500-999,公共部门,从未,223
64205,芳县,其他,无相关经验,全日制,高中,历史学,9,1000-4999,非政府组织,4,315
55062,红梅市,女,有相关经验,全日制,专科,历史学,7,1000-4999,其他,>4,313
14592,利县,男,有相关经验,非全日制,专科,经济学,8,1000-4999,融资创业公司,>4,277
26454,霞县,其他,有相关经验,非全日制,博士,工程学,>20,10000+,私营公司,3,295
80552,海燕市,女,无相关经验,无,高中,经济学,9,500-999,融资创业公司,3,71
11985,长春市,女,有相关经验,无,专科,管理学,15,100-500,私营公司,2,163
12548,大冶市,男,无相关经验,无,博士,文学,5,50-99,私营公司,4,46
67293,永安市,男,无相关经验,全日制,本科,工程学,16,500-999,其他,3,158
11718,雷市,其他,有相关经验,全日制,专科,文学,15,1000-4999,公共部门,从未,1
19137,长春县,女,有相关经验,非全日制,硕士,工程学,18,10-49,其他,1,312
59102,梧州市,其他,有相关经验,全日制,专科,文学,1,1000-4999,融资创业公司,>4,263
87249,飞市,女,无相关经验,非全日制,博士,哲学,4,50-99,公共部门,>4,313
2757,明县,其他,有相关经验,无,博士,理学,5,5000-9999,非政府组织,>4,12
63487,建华市,女,有相关经验,全日制,本科,其他,6,1000-4999,私营公司,>4,149
68077,宜都市,男,有相关经验,非全日制,博士,教育学,10,500-999,公共部门,>4,104
71964,林县,其他,无相关经验,无,高中,教育学,3,500-999,私营公司,4,265
38017,春梅市,其他,有相关经验,全日制,高中,经济学,20,1000-4999,私营公司,2,326
63476,萍市,女,无相关经验,非全日制,专科,理学,8,500-999,早期创业公司,从未,41
29300,楠市,女,有相关经验,全日制,专科,无主修,12,10000+,其他,1,30
5805,梧州市,男,有相关经验,全日制,博士,无主修,3,5000-9999,非政府组织,从未,221
4584,台北市,其他,无相关经验,全日制,高中,艺术学,1,10000+,非政府组织,3,112
4197,建市,其他,有相关经验,无,博士,理学,14,10000+,其他,4,277
9304,金凤县,其他,无相关经验,全日制,硕士,文学,3,10000+,非政府组织,从未,92
32802,红市,女,无相关经验,非全日制,硕士,历史学,2,100-500,融资创业公司,2,124
5691,嘉禾市,其他,无相关经验,非全日制,博士,其他,17,100-500,融资创业公司,1,73
23234,秀英县,女,无相关经验,无,高中,其他,17,10000+,非政府组织,4,24
7238,鹏市,其他,无相关经验,无,高中,经济学,11,1000-4999,公共部门,从未,39
40373,辛集市,男,有相关经验,无,本科,文学,>20,50-99,私营公司,4,285
60342,文县,男,有相关经验,全日制,硕士,经济学,1,10-49,早期创业公司,4,108
92471,南宁县,男,无相关经验,非全日制,专科,工程学,20,10000+,早期创业公司,>4,131
27661,武汉市,男,无相关经验,无,硕士,文学,4,10-49,私营公司,从未,268
91394,龙市,女,有相关经验,非全日制,博士,哲学,>20,10-49,非政府组织,2,183
3076,华市,男,无相关经验,非全日制,专科,医学,1,50-99,早期创业公司,2,140
33325,静市,女,无相关经验,全日制,专科,教育学,10,500-999,公共部门,2,158
7982,潜江县,其他,有相关经验,全日制,硕士,其他,>20,5000-9999,早期创业公司,1,149
70052,上海县,其他,无相关经验,全日制,高中,工程学,14,10000+,融资创业公司,从未,308
94400,桂兰县,女,有相关经验,无,博士,经济学,8,100-500,公共部门,2,236
27122,霞县,其他,无相关经验,无,高中,无主修,15,10000+,非政府组织,>4,260
86425,拉萨市,女,有相关经验,全日制,专科,艺术学,2,5000-9999,私营公司,2,78
89741,彬市,男,无相关经验,非全日制,博士,历史学,2,1000-4999,其他,3,124
10534,福州县,男,无相关经验,全日制,硕士,理学,7,100-500,其他,>4,230
84106,秀兰市,其他,无相关经验,无,博士,教育学,6,10-49,公共部门,3,80
51532,兰州市,男,有相关经验,无,本科,工程学,20,1000-4999,非政府组织,从未,232
89457,台北市,女,无相关经验,全日制,专科,无主修,8,500-999,其他,>4,178
4280,惠州县,女,有相关经验,全日制,本科,其他,10,100-500,公共部门,2,266
56131,辉县,女,有相关经验,无,博士,其他,16,10-49,私营公司,4,332
8918,武汉县,女,无相关经验,非全日制,本科,无主修,6,10000+,公共部门,3,202
37040,志强县,其他,有相关经验,无,博士,经济学,3,50-99,私营公司,1,268
35145,瑜市,男,有相关经验,全日制,本科,文学,7,100-500,私营公司,2,1
69433,健市,男,有相关经验,无,硕士,文学,9,10-49,早期创业公司,>4,146
29168,重庆市,男,有相关经验,非全日制,硕士,理学,5,100-500,早期创业公司,>4,318
86539,娜市,其他,有相关经验,全日制,专科,工程学,6,10000+,非政府组织,从未,192
3948,石家庄市,男,无相关经验,全日制,专科,艺术学,9,100-500,其他,从未,320
82195,秀兰县,男,无相关经验,全日制,本科,理学,10,10-49,其他,3,211
15240,哈尔滨县,女,有相关经验,非全日制,本科,艺术学,7,<10,私营公司,从未,24
44626,成都市,女,有相关经验,全日制,硕士,文学,>20,100-500,公共部门,4,222
48999,莹市,男,有相关经验,无,博士,哲学,19,50-99,融资创业公司,3,105
41385,琴市,女,有相关经验,全日制,博士,无主修,9,500-999,私营公司,2,63
80340,成都市,女,有相关经验,无,硕士,医学,4,50-99,公共部门,3,325
70486,六盘水县,男,无相关经验,无,专科,理学,17,500-999,私营公司,>4,105
90158,邯郸市,其他,有相关经验,全日制,硕士,理学,7,5000-9999,融资创业公司,3,141
99284,重庆县,其他,有相关经验,非全日制,专科,其他,<1,50-99,非政府组织,4,154
27102,丽娟县,女,无相关经验,全日制,硕士,工程学,3,<10,非政府组织,从未,88
10235,合山县,其他,无相关经验,非全日制,专科,教育学,12,<10,公共部门,1,160
49868,淑华县,其他,无相关经验,非全日制,专科,教育学,11,100-500,融资创业公司,3,127
67123,惠州县,男,有相关经验,无,硕士,文学,20,5000-9999,融资创业公司,1,227
22662,呼和浩特县,其他,无相关经验,无,硕士,理学,16,5000-9999,其他,1,122
65222,杰市,男,有相关经验,全日制,高中,理学,19,1000-4999,公共部门,>4,273
69509,昆明市,女,无相关经验,全日制,高中,管理学,17,10000+,非政府组织,3,248
26256,峰市,男,有相关经验,非全日制,本科,工程学,>20,50-99,早期创业公司,从未,307
91218,辛集县,男,无相关经验,非全日制,专科,文学,12,10000+,私营公司,从未,56
85757,梅市,男,有相关经验,非全日制,本科,工程学,15,50-99,公共部门,从未,180
66496,汕尾县,其他,无相关经验,非全日制,硕士,医学,19,50-99,其他,2,61
98189,柳州市,男,有相关经验,非全日制,高中,管理学,6,10000+,私营公司,1,182
10059,嘉禾市,其他,无相关经验,非全日制,本科,无主修,14,1000-4999,公共部门,从未,118
89240,潜江市,女,无相关经验,全日制,高中,医学,18,10-49,非政府组织,>4,159
5065,利市,女,有相关经验,非全日制,高中,无主修,13,1000-4999,其他,1,43
28730,兴安盟市,其他,无相关经验,无,高中,其他,<1,<10,其他,从未,132
19170,西安市,男,无相关经验,全日制,专科,哲学,9,10000+,公共部门,1,127
38093,琳县,女,无相关经验,无,本科,管理学,7,100-500,非政府组织,>4,276
97541,沈阳市,男,无相关经验,无,本科,文学,8,1000-4999,早期创业公司,2,191
61748,丽娟市,男,无相关经验,全日制,博士,无主修,16,10-49,融资创业公司,4,187
48874,莹县,女,无相关经验,全日制,专科,哲学,3,<10,融资创业公司,1,288
83604,柳市,男,有相关经验,无,博士,历史学,17,100-500,其他,4,196
57904,冬梅县,女,有相关经验,无,硕士,管理学,3,10000+,早期创业公司,>4,22
18759,建市,女,无相关经验,非全日制,硕士,教育学,12,50-99,早期创业公司,从未,238
76510,伟县,女,无相关经验,无,专科,历史学,14,10000+,其他,4,28
61199,阜新县,其他,有相关经验,非全日制,博士,无主修,17,<10,融资创业公司,3,292
35708,张家港县,女,无相关经验,非全日制,博士,工程学,2,100-500,公共部门,3,22
49725,六盘水县,男,有相关经验,非全日制,本科,艺术学,18,500-999,公共部门,3,30
94083,福州县,其他,无相关经验,无,硕士,文学,12,1000-4999,早期创业公司,>4,25
9725,凤英市,男,无相关经验,非全日制,高中,文学,16,10-49,非政府组织,2,6
76333,北镇县,其他,无相关经验,非全日制,专科,文学,10,10000+,私营公司,4,305
93010,勇市,其他,无相关经验,全日制,硕士,文学,16,<10,非政府组织,从未,215
99005,成都市,女,无相关经验,全日制,专科,经济学,17,50-99,私营公司,>4,262
18263,强县,其他,无相关经验,非全日制,博士,医学,20,100-500,私营公司,4,172
38221,冬梅县,其他,无相关经验,非全日制,专科,工程学,<1,5000-9999,非政府组织,2,5
86309,荣市,其他,有相关经验,非全日制,本科,理学,6,1000-4999,非政府组织,4,75
3581,斌县,男,无相关经验,非全日制,专科,无主修,5,500-999,早期创业公司,>4,7
44893,深圳县,男,有相关经验,无,本科,其他,18,10-49,融资创业公司,从未,274
33080,海口市,女,有相关经验,非全日制,硕士,经济学,18,100-500,非政府组织,3,260
28040,秀珍市,其他,有相关经验,全日制,硕士,管理学,2,1000-4999,其他,>4,27
31702,旭市,男,无相关经验,无,专科,理学,16,50-99,融资创业公司,1,80
44780,芳市,女,无相关经验,无,专科,理学,12,50-99,其他,4,18
23459,梧州市,其他,有相关经验,非全日制,硕士,文学,6,100-500,非政府组织,2,311
7079,重庆县,男,无相关经验,全日制,本科,教育学,18,100-500,早期创业公司,1,336
46997,博县,男,有相关经验,无,高中,管理学,8,100-500,融资创业公司,2,299
16033,银川市,男,无相关经验,全日制,硕士,管理学,<1,5000-9999,早期创业公司,3,327
37282,艳县,女,无相关经验,全日制,本科,历史学,<1,1000-4999,私营公司,3,277
93508,婷婷市,其他,无相关经验,非全日制,专科,经济学,<1,100-500,非政府组织,4,124
8178,昆明县,女,无相关经验,非全日制,高中,管理学,16,500-999,其他,2,24
62356,桂英县,男,无相关经验,非全日制,本科,教育学,>20,500-999,其他,1,327
58314,海门县,女,无相关经验,无,专科,其他,>20,1000-4999,非政府组织,3,217
64815,建国县,其他,无相关经验,无,本科,管理学,<1,1000-4999,非政府组织,1,28
79977,洋市,男,有相关经验,无,硕士,管理学,12,500-999,私营公司,4,187
92476,岩县,其他,有相关经验,非全日制,博士,管理学,>20,<10,早期创业公司,2,54
67916,哈尔滨市,其他,无相关经验,全日制,高中,医学,4,1000-4999,早期创业公司,3,30
18331,燕市,女,无相关经验,全日制,专科,其他,17,1000-4999,早期创业公司,从未,243
29903,俊县,其他,无相关经验,全日制,硕士,文学,2,50-99,公共部门,1,131
45231,兴城市,男,有相关经验,非全日制,专科,哲学,17,<10,其他,2,73
22286,雪县,男,无相关经验,全日制,专科,教育学,7,500-999,公共部门,3,144
55078,桂芝市,其他,有相关经验,无,本科,艺术学,7,500-999,私营公司,4,180
93678,伟市,女,有相关经验,非全日制,硕士,历史学,3,1000-4999,其他,从未,202
6495,宇县,其他,有相关经验,全日制,本科,历史学,9,500-999,融资创业公司,从未,261
14793,桂香市,女,有相关经验,无,博士,理学,17,100-500,私营公司,>4,293
15588,萍县,男,无相关经验,全日制,专科,经济学,17,50-99,其他,1,304
38967,澳门县,其他,有相关经验,非全日制,硕士,教育学,18,10000+,私营公司,2,39
77433,马鞍山市,女,有相关经验,无,硕士,经济学,15,10000+,其他,2,211
64039,玉梅市,其他,无相关经验,非全日制,本科,教育学,10,10-49,私营公司,4,103
68913,勇县,其他,无相关经验,非全日制,硕士,医学,6,<10,其他,>4,55
79584,志强市,男,有相关经验,全日制,高中,工程学,17,10-49,其他,3,225
56909,梅县,男,有相关经验,非全日制,博士,文学,7,10-49,其他,4,316
52011,玉华市,男,无相关经验,全日制,硕士,工程学,<1,100-500,早期创业公司,3,267
73827,丹丹县,女,有相关经验,非全日制,博士,文学,12,1000-4999,融资创业公司,1,200
59696,西宁县,其他,无相关经验,全日制,博士,医学,12,50-99,其他,4,226
82941,宁德县,女,无相关经验,全日制,高中,医学,4,5000-9999,私营公司,1,334
58182,丽娟市,其他,有相关经验,无,博士,哲学,8,500-999,私营公司,3,93
52707,太原市,其他,有相关经验,无,本科,医学,5,5000-9999,其他,>4,273
2605,荆门县,其他,有相关经验,非全日制,高中,经济学,>20,10000+,其他,从未,274
59724,澳门市,女,无相关经验,全日制,硕士,教育学,13,1000-4999,私营公司,从未,73
77951,梧州县,男,无相关经验,全日制,博士,医学,20,500-999,公共部门,>4,52
81468,飞县,男,无相关经验,全日制,硕士,历史学,4,10-49,融资创业公司,2,304
24157,辽阳市,男,无相关经验,无,本科,哲学,2,1000-4999,私营公司,4,269
28075,南京市,其他,有相关经验,全日制,硕士,管理学,6,5000-9999,私营公司,3,329
7756,丹县,男,有相关经验,非全日制,硕士,医学,10,5000-9999,私营公司,从未,129
10542,长春市,其他,无相关经验,非全日制,专科,医学,<1,5000-9999,公共部门,>4,316
28487,惠州市,其他,有相关经验,无,博士,理学,16,10-49,非政府组织,4,7
84780,桂英市,其他,无相关经验,非全日制,本科,其他,10,10-49,早期创业公司,>4,89
74611,健市,女,有相关经验,无,博士,历史学,1,5000-9999,公共部门,3,38
50053,凯县,女,有相关经验,非全日制,博士,工程学,10,<10,融资创业公司,1,172
70592,福州县,男,无相关经验,无,本科,医学,14,50-99,其他,>4,179
