city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
贵州省,0.727,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,34,0.0
甘肃省,0.624,,无相关经验,全日制课程,高中,,,,,从未,17,1.0
浙江省,0.926,男,无相关经验,全日制课程,高中,,,,,1年内,116,0.0
台湾省,0.767,男,有相关经验,未入学,硕士,理工科,,100-500人,公共部门,,12,0.0
北京市,0.555,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,7,1.0
山东省,0.915,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,75,0.0
辽宁省,0.913,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,41,0.0
上海市,0.926,,有相关经验,未入学,硕士,理工科,超过20年,,,1年内,68,0.0
湖北省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,1年内,18,0.0
云南省,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,,,超过4年,131,0.0
广西壮族自治区,0.878,男,有相关经验,未入学,高中,,,100-500人,融资创业公司,1年内,22,0.0
陕西省,0.92,,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,50,0.0
云南省,0.55,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,47,1.0
四川省,0.92,男,无相关经验,全日制课程,高中,,,,,1年内,3,1.0
云南省,0.624,男,有相关经验,未入学,本科,理工科,,,,1年内,12,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,,公共部门,,21,0.0
浙江省,0.624,,无相关经验,全日制课程,本科,理工科,,少于10人,初创公司,从未,88,0.0
澳门特别行政区,0.698,,有相关经验,,,,超过20年,,,,51,0.0
香港特别行政区,0.939,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,94,0.0
宁夏回族自治区,0.743,,有相关经验,全日制课程,硕士,理工科,,,,1年内,72,1.0
浙江省,0.55,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,156,1.0
台湾省,0.624,男,有相关经验,未入学,本科,其他,,10000人以上,私营公司,1年内,21,1.0
海南省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,超过4年,107,0.0
广东省,0.682,男,无相关经验,全日制课程,本科,理工科,,,,1年内,68,1.0
内蒙古自治区,0.926,男,有相关经验,未入学,本科,理工科,超过20年,500-999人,公共部门,,204,0.0
福建省,0.92,,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,超过4年,23,0.0
福建省,0.624,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,,11,1.0
内蒙古自治区,0.866,男,有相关经验,未入学,硕士,理工科,,,,,25,0.0
吉林省,0.92,男,有相关经验,未入学,硕士,理工科,,10000人以上,公共部门,,21,0.0
黑龙江省,0.91,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,80,0.0
天津市,0.624,男,有相关经验,未入学,硕士,其他,,50-99人,私营公司,1年内,72,0.0
辽宁省,0.738,男,有相关经验,全日制课程,本科,理工科,,,,从未,57,1.0
香港特别行政区,0.624,男,有相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,1年内,246,1.0
四川省,0.92,,有相关经验,非全日制课程,本科,理工科,,50-99人,融资创业公司,1年内,23,0.0
福建省,0.6890000000000001,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,,54,0.0
台湾省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,公共部门,1年内,140,1.0
河北省,0.848,,有相关经验,未入学,本科,理工科,,500-999人,,,56,0.0
北京市,0.92,男,有相关经验,非全日制课程,本科,理工科,超过20年,,,超过4年,7,1.0
福建省,0.92,男,无相关经验,未入学,本科,理工科,,,,超过4年,109,1.0
山东省,0.913,男,有相关经验,未入学,本科,理工科,,10-49人,,,30,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,文学,超过20年,10-49人,初创公司,,43,0.0
重庆市,0.579,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,10,1.0
江苏省,0.925,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,,188,0.0
云南省,0.804,男,有相关经验,未入学,硕士,其他,,少于10人,私营公司,1年内,22,0.0
山东省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,其他,,122,0.0
河南省,0.92,男,有相关经验,未入学,本科,其他,,少于10人,融资创业公司,1年内,60,0.0
北京市,0.926,男,有相关经验,未入学,硕士,理工科,,,,超过4年,104,0.0
福建省,0.92,男,无相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,1年内,16,0.0
青海省,0.939,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,22,0.0
宁夏回族自治区,0.925,男,无相关经验,全日制课程,本科,人文学科,,,,1年内,68,0.0
天津市,0.855,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,56,0.0
天津市,0.738,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,17,1.0
四川省,0.926,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,192,0.0
内蒙古自治区,0.878,,有相关经验,未入学,高中,,,,,1年内,85,0.0
黑龙江省,0.624,男,有相关经验,未入学,硕士,理工科,,500-999人,私营公司,1年内,102,0.0
内蒙古自治区,0.64,男,无相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,28,0.0
天津市,0.926,男,无相关经验,全日制课程,本科,理工科,超过20年,,,超过4年,36,0.0
福建省,0.855,男,有相关经验,未入学,硕士,理工科,,500-999人,私营公司,1年内,19,0.0
重庆市,0.897,,有相关经验,未入学,硕士,理工科,,10-49人,私营公司,1年内,70,0.0
山西省,0.624,,无相关经验,全日制课程,高中,,,,,,52,0.0
广西壮族自治区,0.8270000000000001,男,有相关经验,全日制课程,本科,理工科,,1000-4999人,私营公司,1年内,45,0.0
吉林省,0.754,,有相关经验,非全日制课程,高中,,,50-99人,私营公司,1年内,77,0.0
云南省,0.91,男,无相关经验,未入学,本科,理工科,,100-500人,非政府组织,超过4年,122,0.0
黑龙江省,0.92,男,有相关经验,全日制课程,硕士,理工科,,10000人以上,私营公司,,102,1.0
四川省,0.92,男,有相关经验,未入学,本科,理工科,,500-999人,公共部门,,54,1.0
湖南省,0.624,男,无相关经验,未入学,小学,,,,,从未,4,0.0
上海市,0.767,,有相关经验,未入学,高中,,超过20年,50-99人,私营公司,,102,0.0
广东省,0.516,男,有相关经验,未入学,本科,理工科,,,,从未,43,0.0
吉林省,0.802,,无相关经验,未入学,高中,,,少于10人,,从未,108,0.0
宁夏回族自治区,0.92,,无相关经验,全日制课程,本科,理工科,,,,1年内,14,0.0
福建省,0.915,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,,188,1.0
山西省,0.6659999999999999,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,190,0.0
西藏自治区,0.7759999999999999,,无相关经验,非全日制课程,本科,理工科,,,,,34,1.0
辽宁省,0.698,男,有相关经验,未入学,本科,文学,,50-99人,私营公司,超过4年,146,0.0
澳门特别行政区,0.767,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,21,0.0
广西壮族自治区,0.762,男,无相关经验,未入学,本科,人文学科,,10000人以上,公共部门,超过4年,51,0.0
山东省,0.804,男,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,,74,0.0
广东省,0.926,男,无相关经验,未入学,本科,理工科,超过20年,500-999人,私营公司,超过4年,63,0.0
河南省,0.92,,无相关经验,未入学,本科,理工科,,50-99人,私营公司,,130,0.0
安徽省,0.624,,有相关经验,未入学,硕士,理工科,,5000-9999人,,1年内,13,1.0
海南省,0.866,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,1年内,23,0.0
湖南省,0.802,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,163,0.0
西藏自治区,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,94,0.0
宁夏回族自治区,0.866,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,24,0.0
宁夏回族自治区,0.624,男,无相关经验,全日制课程,硕士,理工科,少于1年,10000人以上,私营公司,,51,1.0
黑龙江省,0.92,男,无相关经验,未入学,小学,,少于1年,,,从未,25,0.0
西藏自治区,0.939,男,无相关经验,未入学,本科,理工科,,,私营公司,从未,7,1.0
江西省,0.698,男,无相关经验,非全日制课程,本科,理工科,,10-49人,,1年内,55,0.0
台湾省,0.8959999999999999,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,46,0.0
云南省,0.92,男,无相关经验,全日制课程,高中,,,,,,50,1.0
宁夏回族自治区,0.92,,无相关经验,全日制课程,本科,理工科,,5000-9999人,,从未,3,1.0
江西省,0.743,男,有相关经验,未入学,高中,,,100-500人,私营公司,1年内,26,0.0
新疆维吾尔自治区,0.926,男,有相关经验,未入学,本科,人文学科,,1000-4999人,私营公司,,23,0.0
上海市,0.92,女,无相关经验,未入学,本科,人文学科,,100-500人,非政府组织,超过4年,84,0.0
辽宁省,0.89,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,34,0.0
黑龙江省,0.698,其他,有相关经验,,,,,10-49人,,1年内,51,1.0
湖北省,0.624,,无相关经验,全日制课程,高中,,,,,从未,99,1.0
云南省,0.698,,有相关经验,非全日制课程,,,超过20年,10-49人,私营公司,1年内,236,0.0
甘肃省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,融资创业公司,1年内,42,0.0
西藏自治区,0.91,,有相关经验,未入学,本科,理工科,超过20年,,,,19,1.0
山东省,0.624,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,,27,1.0
青海省,0.7759999999999999,男,无相关经验,全日制课程,本科,理工科,少于1年,,,1年内,127,1.0
黑龙江省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,16,0.0
贵州省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,融资创业公司,,54,0.0
贵州省,0.804,男,有相关经验,未入学,硕士,理工科,,500-999人,私营公司,1年内,45,0.0
广西壮族自治区,0.4479999999999999,,无相关经验,全日制课程,本科,理工科,少于1年,1000-4999人,公共部门,,15,1.0
广西壮族自治区,0.91,男,有相关经验,未入学,高中,,超过20年,,,超过4年,9,0.0
河南省,0.855,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,私营公司,1年内,155,0.0
陕西省,0.92,男,有相关经验,未入学,本科,文学,,,,超过4年,39,1.0
河北省,0.91,男,无相关经验,全日制课程,本科,理工科,,,,1年内,26,1.0
海南省,0.92,,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,100,0.0
湖南省,0.915,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,102,0.0
新疆维吾尔自治区,0.579,,无相关经验,全日制课程,高中,,,,,从未,94,0.0
台湾省,0.74,,有相关经验,未入学,,,,10-49人,私营公司,1年内,21,0.0
上海市,0.897,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,1年内,262,0.0
陕西省,0.92,男,有相关经验,未入学,本科,其他,,1000-4999人,私营公司,超过4年,34,0.0
宁夏回族自治区,0.913,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,28,0.0
云南省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,超过4年,6,0.0
湖南省,0.738,男,有相关经验,未入学,硕士,理工科,,少于10人,,超过4年,48,0.0
江西省,0.926,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,70,0.0
吉林省,0.691,男,有相关经验,未入学,本科,理工科,,10-49人,公共部门,,78,0.0
天津市,0.915,女,有相关经验,非全日制课程,本科,理工科,超过20年,100-500人,公共部门,,105,0.0
宁夏回族自治区,0.924,男,无相关经验,全日制课程,高中,,,,,从未,13,1.0
河南省,0.92,男,无相关经验,未入学,本科,理工科,,,公共部门,从未,107,0.0
台湾省,0.92,女,无相关经验,未入学,本科,理工科,,50-99人,初创公司,从未,27,0.0
贵州省,0.897,男,无相关经验,全日制课程,本科,理工科,,,,从未,43,0.0
四川省,0.624,男,无相关经验,全日制课程,高中,,,,,从未,56,1.0
香港特别行政区,0.884,,无相关经验,未入学,本科,理工科,,,,1年内,72,1.0
湖南省,0.913,男,有相关经验,未入学,本科,人文学科,超过20年,50-99人,私营公司,超过4年,12,0.0
澳门特别行政区,0.92,男,有相关经验,非全日制课程,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,78,0.0
浙江省,0.926,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,5,0.0
澳门特别行政区,0.91,,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,,73,0.0
云南省,0.487,女,有相关经验,,硕士,无专业,少于1年,,私营公司,从未,12,1.0
宁夏回族自治区,0.855,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,17,0.0
陕西省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,146,0.0
内蒙古自治区,0.802,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,1年内,136,0.0
吉林省,0.926,男,有相关经验,未入学,本科,理工科,,50-99人,,超过4年,68,0.0
江西省,0.923,其他,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,178,0.0
重庆市,0.794,男,有相关经验,未入学,硕士,理工科,,少于10人,私营公司,1年内,59,0.0
新疆维吾尔自治区,0.897,女,无相关经验,未入学,博士,理工科,,1000-4999人,私营公司,1年内,150,0.0
海南省,0.624,,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,16,1.0
浙江省,0.878,男,有相关经验,未入学,高中,,,50-99人,,1年内,70,0.0
黑龙江省,0.682,男,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,21,1.0
内蒙古自治区,0.91,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,118,0.0
青海省,0.91,男,无相关经验,未入学,硕士,理工科,,10000人以上,非政府组织,超过4年,88,0.0
青海省,0.624,男,无相关经验,非全日制课程,硕士,理工科,,少于10人,公共部门,从未,53,0.0
河南省,0.92,,无相关经验,非全日制课程,小学,,,10000人以上,私营公司,从未,156,0.0
香港特别行政区,0.92,男,有相关经验,未入学,,,超过20年,10000人以上,私营公司,超过4年,62,0.0
江西省,0.8270000000000001,,有相关经验,未入学,高中,,超过20年,500-999人,私营公司,,30,1.0
贵州省,0.624,男,无相关经验,非全日制课程,高中,,,10-49人,,1年内,143,0.0
海南省,0.92,男,有相关经验,未入学,本科,商学,超过20年,1000-4999人,私营公司,超过4年,40,0.0
青海省,0.91,男,有相关经验,未入学,博士,理工科,超过20年,,,超过4年,166,0.0
陕西省,0.6659999999999999,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,17,0.0
浙江省,0.897,男,无相关经验,非全日制课程,,,,10000人以上,私营公司,1年内,26,0.0
江苏省,0.92,女,有相关经验,未入学,本科,理工科,少于1年,500-999人,公共部门,1年内,18,1.0
广东省,0.887,,无相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,144,1.0
福建省,0.884,,有相关经验,未入学,本科,理工科,,少于10人,,,286,1.0
黑龙江省,0.92,女,有相关经验,全日制课程,硕士,理工科,超过20年,,,,80,0.0
新疆维吾尔自治区,0.698,男,有相关经验,全日制课程,高中,,,50-99人,私营公司,1年内,148,0.0
湖南省,0.767,男,有相关经验,全日制课程,本科,理工科,,,,,42,1.0
福建省,0.92,,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,43,0.0
北京市,0.92,女,有相关经验,非全日制课程,本科,理工科,,100-500人,私营公司,1年内,40,1.0
安徽省,0.887,,有相关经验,未入学,本科,理工科,,5000-9999人,,,23,0.0
黑龙江省,0.92,男,有相关经验,未入学,硕士,人文学科,超过20年,50-99人,融资创业公司,,46,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,84,0.0
上海市,0.92,男,有相关经验,未入学,本科,商学,超过20年,10000人以上,私营公司,超过4年,28,0.0
香港特别行政区,0.855,男,有相关经验,非全日制课程,本科,理工科,,5000-9999人,私营公司,,15,0.0
重庆市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,融资创业公司,1年内,126,0.0
福建省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,,178,0.0
青海省,0.91,男,有相关经验,未入学,本科,无专业,超过20年,100-500人,私营公司,1年内,34,0.0
四川省,0.91,男,无相关经验,,本科,文学,超过20年,,,超过4年,22,1.0
西藏自治区,0.92,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,,1年内,30,0.0
河南省,0.897,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,80,0.0
四川省,0.698,,有相关经验,未入学,硕士,理工科,,,,,36,0.0
河北省,0.89,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,20,0.0
青海省,0.92,,有相关经验,未入学,高中,,,,,1年内,6,0.0
台湾省,0.624,男,有相关经验,未入学,本科,理工科,,100-500人,非政府组织,1年内,26,0.0
吉林省,0.92,,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,超过4年,52,0.0
北京市,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,23,0.0
湖南省,0.91,男,无相关经验,未入学,本科,理工科,,,,,13,1.0
内蒙古自治区,0.698,,无相关经验,未入学,本科,理工科,,,,1年内,63,1.0
新疆维吾尔自治区,0.926,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,1年内,7,0.0
浙江省,0.767,,无相关经验,,,,少于1年,,私营公司,从未,9,0.0
广东省,0.624,,有相关经验,未入学,本科,理工科,,10-49人,,,182,1.0
重庆市,0.624,,无相关经验,未入学,本科,其他,,,公共部门,,152,1.0
青海省,0.887,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,20,0.0
香港特别行政区,0.91,男,无相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,24,0.0
宁夏回族自治区,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,81,0.0
广西壮族自治区,0.91,,无相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,2,0.0
澳门特别行政区,0.924,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,54,0.0
湖南省,0.91,男,有相关经验,未入学,高中,,,1000-4999人,私营公司,超过4年,214,0.0
陕西省,0.767,,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,28,0.0
黑龙江省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,5,0.0
重庆市,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,42,0.0
浙江省,0.762,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,224,0.0
上海市,0.698,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,超过4年,128,0.0
澳门特别行政区,0.804,男,有相关经验,未入学,本科,理工科,,,,1年内,52,0.0
上海市,0.624,男,有相关经验,未入学,本科,理工科,,500-999人,融资创业公司,,75,1.0
黑龙江省,0.897,女,有相关经验,未入学,硕士,无专业,,1000-4999人,私营公司,1年内,56,0.0
陕西省,0.92,,无相关经验,全日制课程,高中,,少于1年,,,1年内,42,0.0
海南省,0.624,男,无相关经验,未入学,本科,理工科,,10-49人,初创公司,从未,34,0.0
陕西省,0.92,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,,66,0.0
陕西省,0.91,男,有相关经验,未入学,本科,理工科,,,私营公司,,83,0.0
吉林省,0.804,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,私营公司,1年内,32,0.0
云南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,64,0.0
青海省,0.855,男,有相关经验,未入学,硕士,理工科,,,,,244,0.0
湖南省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,,25,0.0
青海省,0.925,,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,1年内,58,0.0
广西壮族自治区,0.624,男,无相关经验,未入学,高中,,,,,从未,70,0.0
云南省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,53,0.0
广西壮族自治区,0.878,男,有相关经验,未入学,高中,,,100-500人,私营公司,1年内,5,0.0
江苏省,0.923,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,96,0.0
天津市,0.92,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,45,0.0
北京市,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,18,1.0
黑龙江省,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,130,0.0
河北省,0.939,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,64,1.0
湖北省,0.926,男,无相关经验,全日制课程,高中,,,100-500人,私营公司,,52,0.0
重庆市,0.624,男,无相关经验,未入学,本科,理工科,,,,1年内,50,0.0
江西省,0.91,男,有相关经验,全日制课程,本科,人文学科,,50-99人,私营公司,1年内,164,0.0
黑龙江省,0.624,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,17,1.0
安徽省,0.512,男,无相关经验,未入学,高中,,,50-99人,,1年内,156,1.0
陕西省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,34,0.0
福建省,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,270,1.0
黑龙江省,0.939,男,有相关经验,全日制课程,高中,,,10000人以上,私营公司,,66,0.0
澳门特别行政区,0.926,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,86,0.0
山东省,0.92,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,64,0.0
青海省,0.884,,有相关经验,未入学,硕士,理工科,,,,1年内,12,0.0
辽宁省,0.91,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,超过4年,20,0.0
四川省,0.92,女,有相关经验,未入学,硕士,理工科,,50-99人,,1年内,146,0.0
云南省,0.897,男,有相关经验,未入学,本科,理工科,,少于10人,初创公司,1年内,260,0.0
上海市,0.897,,无相关经验,全日制课程,高中,,少于1年,,,从未,40,0.0
江苏省,0.7759999999999999,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,从未,42,0.0
江西省,0.926,男,无相关经验,全日制课程,高中,,,10-49人,私营公司,,50,0.0
台湾省,0.527,男,有相关经验,未入学,本科,理工科,,,,从未,17,1.0
甘肃省,0.624,,有相关经验,非全日制课程,本科,理工科,,1000-4999人,私营公司,,40,1.0
新疆维吾尔自治区,0.887,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,155,0.0
福建省,0.884,,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,24,1.0
黑龙江省,0.893,女,无相关经验,未入学,本科,人文学科,,,,超过4年,54,0.0
河北省,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,,139,0.0
新疆维吾尔自治区,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,330,0.0
台湾省,0.92,男,无相关经验,全日制课程,本科,理工科,,1000-4999人,私营公司,1年内,9,0.0
四川省,0.92,男,无相关经验,全日制课程,硕士,理工科,,,,,72,1.0
山西省,0.92,女,有相关经验,未入学,本科,人文学科,超过20年,10000人以上,私营公司,超过4年,116,0.0
上海市,0.843,,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,220,0.0
贵州省,0.92,,无相关经验,全日制课程,硕士,理工科,,10000人以上,公共部门,,6,1.0
安徽省,0.624,,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,超过4年,21,1.0
辽宁省,0.55,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,26,1.0
吉林省,0.92,男,无相关经验,全日制课程,硕士,理工科,,10000人以上,私营公司,1年内,32,0.0
内蒙古自治区,0.92,,无相关经验,未入学,本科,,,1000-4999人,私营公司,超过4年,43,0.0
甘肃省,0.92,男,无相关经验,未入学,高中,,,10000人以上,私营公司,,104,0.0
江苏省,0.836,男,有相关经验,全日制课程,高中,,,50-99人,私营公司,1年内,58,0.0
黑龙江省,0.893,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,私营公司,1年内,40,0.0
广西壮族自治区,0.624,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,100,1.0
广西壮族自治区,0.92,男,有相关经验,全日制课程,本科,理工科,,,,1年内,32,1.0
辽宁省,0.843,男,无相关经验,全日制课程,高中,,,,,,48,0.0
宁夏回族自治区,0.83,男,有相关经验,未入学,硕士,理工科,,,私营公司,1年内,157,0.0
湖北省,0.897,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,39,0.0
台湾省,0.92,其他,有相关经验,未入学,本科,其他,超过20年,,,超过4年,34,1.0
宁夏回族自治区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,30,0.0
重庆市,0.802,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,170,0.0
香港特别行政区,0.92,男,无相关经验,全日制课程,高中,,,50-99人,,1年内,8,1.0
广西壮族自治区,0.624,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,15,1.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,141,0.0
吉林省,0.897,男,有相关经验,未入学,,,超过20年,10000人以上,私营公司,超过4年,52,0.0
甘肃省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,138,0.0
江西省,0.804,,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,1年内,111,0.0
四川省,0.897,男,有相关经验,未入学,硕士,理工科,超过20年,,,,54,0.0
天津市,0.55,,无相关经验,全日制课程,本科,,少于1年,50-99人,私营公司,1年内,46,0.0
江西省,0.91,男,无相关经验,全日制课程,高中,,,,,从未,78,0.0
天津市,0.939,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,,21,0.0
云南省,0.92,男,有相关经验,未入学,硕士,理工科,,,,,18,1.0
福建省,0.92,男,无相关经验,未入学,硕士,理工科,,100-500人,非政府组织,超过4年,38,0.0
西藏自治区,0.939,男,有相关经验,未入学,小学,,,少于10人,融资创业公司,,32,1.0
浙江省,0.624,男,无相关经验,全日制课程,硕士,理工科,,,,从未,23,0.0
澳门特别行政区,0.762,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,18,0.0
新疆维吾尔自治区,0.762,男,有相关经验,未入学,本科,理工科,,50-99人,,1年内,88,0.0
贵州省,0.939,男,有相关经验,未入学,高中,,超过20年,,,超过4年,92,0.0
北京市,0.91,女,有相关经验,未入学,本科,理工科,,少于10人,融资创业公司,1年内,256,0.0
广东省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,258,0.0
福建省,0.754,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,161,0.0
山西省,0.769,,有相关经验,未入学,硕士,理工科,,500-999人,公共部门,1年内,38,0.0
云南省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,102,0.0
辽宁省,0.55,男,有相关经验,未入学,本科,理工科,,,,1年内,146,1.0
河南省,0.884,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,106,0.0
山西省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,76,1.0
福建省,0.624,男,有相关经验,未入学,本科,理工科,,少于10人,其他,,12,1.0
香港特别行政区,0.5579999999999999,男,有相关经验,未入学,,,,500-999人,私营公司,,82,0.0
福建省,0.91,男,无相关经验,非全日制课程,硕士,理工科,超过20年,10000人以上,私营公司,超过4年,26,0.0
福建省,0.92,女,无相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,,5,0.0
